opinion,user_description,review
Opinión sobre Oficina 2075 en Coín,Por q la tarjeta de débito es gratis no como dicen en la ficha,1.0
Opinión sobre Tarjeta A Tu Ritmo,Compras con estas tarjetas que  te dicen que a final de mes sin intereses y después te empiezan a cobrar como aplazados con unos intereses altísimos cuando tú has notificado que quieres que te lo cobren a final de mes en un sólo pago.....dicen que por defecto la tarjeta viene así....he solicitado el contrato para ver qué he firmado y dicen que fue un contrato por voz ....solicito la grabación y no la encuentran.....mientras tanto van llegando cada 15 días 15 euros por demora....****,1.0
Opinión sobre BBVA,Por no hacer ni cogen telefono,1.0
Opinión sobre Oficina 6260 en Terrassa,"Como dicen más abajo, es un timo (para el que contrata). Un ejemplo: debes 2300 € con esta cómoda tarjeta. Pagando 100€/mes te tiras 30 meses hasta terminar de liquidar la deuda... Finalmente pagarías 2943 € aprox para amortizar el crédito xD. 643€ para el BBVA xD .

Y lo máximo que puedes pagar son 200 € al mes, lo que reduce el tiempo, pero se siguen pagando muchos intereses. El banco gana un buen pico cuanto más la uses, así que no la recomiendo.

La cuota anual es gratuita xD. Me parto xD.",5.0
Opinión sobre Hipoteca BBVA,"Solicitamos un prestamo para reunificar todo y tener un solo recibo y después de un mes esperando si leen bien un messss ,nos dicen que nos lo deniegan y no entendemos porque.cuando siempre a estado todo al corriente .cuando en el mes que estuvimos esperando estuve preguntando por otros lados y me lo daban en otros 2 banco y en uno de ellos incluso sin tener cuenta.resumiendo que no os  den falsas esperanzas como a nosotros y buscar por otros lados que tarden menos .nosotros  la quitala de hay",1.0
Opinión sobre BBVA,Los gestores son muy profesionales. Lo mejor que he visto y con diferencia. Se merecen un 10.,1.0
Opinión sobre BBVA,"He tenido que luchar hasta casi el banco de España por cobro de comisiones incorrectas,   Si te molan las colas de dos o tres horas hasta llegar a ventanilla o un empleado, tu banco perfecto. Y encima siempre lo mismo, nosotros no podemos hacer nada desde aquí es un problema del programa informático. Un desastre. ",1.0
Opinión sobre BBVA,"Esta semana Santa el dia de cobro dia 25 ha caído en viernes Santo y no me han permtido sacar mi dinero de la pensión, y eso pasa cada vez que el dia 25 cae en sábado o en fiestas, te retienen de forma improcedente el dinero que es unipersonal nuestro, para trapichear con él y sacar beneficio.

RECOMENDACIÓN, no abráis una cuenta en el BBVA",1.0
Opinión sobre Hipoteca Fija,"Escribo aqui mi indignacion.

Estube hablando con el comercial de Bbva y se lo dejé claro que no queria sorpresas.
De inicio todo color rosa.
Me exigieron unas condiciones para estar exento de gastos de todo tipo(y siempre lo cumplí y lo sigo haciendo)
Al año y medio empezaron a romper condiciones unily cobrar (reclamaba y se devolvia porque cumplia)
pero este ultimo año dicen que nada de nada.Les he reclamado y dice que se me aviso por carta ordinaria(2ª mentira)
Me sacaron una tarjeta de debit",5.0
Opinión sobre Oficina 4284 en Alhaurín de la Torre,"No me cabe todo el texto de lo que me paso con esta entidad pero resumiendo me han intentado de engañar con un contrato hipotecario y no se lo perdonare mientras viva, pobre de los que no anden con cuidado con bancos como estos.............",1.0
Opinión sobre BBVA,"aparte de que pide muchas vinculaciones, por que iba a correr el banco el riesgo de que suba el euribor y tu te beneficies, aqui hay gato encerrado.",1.0
Opinión sobre Depósito Azul 15 +,"porque nunca cogen el telefono, y no tienen cualificacion para atender a pymes o autonomos",1.0
Opinión sobre BBVA,"Un timo con redoble, unos **** a cara descubierta, resulta que te avisan ""directamente"" con correo ordinario y con un ""aviso"" en periódicos nacionales de los cambios de tu contrato, luego te cobran la tarjeta por anticipado y te mandan un mensaje al teléfono móvil ( lo cual si consideró ser un aviso directo) del cobro de esa comisión, no recomendaría intentar hablar con el director de la sucursal de lugo en****, ya que actúa con desprecios y clasismos ante una clienta.",1.0
Opinión sobre Oficina 4284 en Alhaurín de la Torre,Un timo,5.0
Opinión sobre Depósito Azul 15 +,"no cumplen y ademas te ponen vinculaciones con todo. recibir mucho pero dar poco.
",1.0
Opinión sobre Tarjeta A Tu Ritmo,Porque no cojen el tlf a los clientes,1.0
Opinión sobre BBVA,contrate un deposito y al plazo me abonaron un 1.20%,5.0
Opinión sobre Seguro Coche BBVA,"LLevo años pagando , comisiones enormes no te la quitas ni con agua caliente.",1.0
Opinión sobre BBVA,"BBVA son un timo, te dicen lo que quieren para solo cobrarte comisiones, que es lo que realmente quieren. No caigan en esta empresa de incompetentes nada serios y ****. Te cobran 20 o 30 euros poniendo excusas cuando en realidad no es legal. Esta empresa no tendria que existir. No caigais en el error de ser clientes. Luego no puedes reclamar y te quitan el dinero. Solo traen problemas que te hacen perder el tiempo. Reclamar vuestro derecho como ciudadanos. FUERA **** DEL BBVA",1.0
Opinión sobre Tarjeta A Tu Ritmo,tuve un accidente  el coche a todo riesgo  tardaron 6 meses en arreglarlo  lo mejor de todo fue  cancelar también el del hogar con una gotera  por falta de mantenimiento es decir  todavía espero que venga el perito no son eficaces son **** en toda regla .,5.0
Opinión sobre Hipoteca Fija,Para que ponerlo si Vds. no lo publican.NEFASTO BBVA-SEGURO HOGAR,1.0
Opinión sobre BBVA,"mienten al darla, no dicen nada del interes que cobran, y por mas que pregunto no ofrecen datos concretos del interes
",1.0
Opinión sobre BBVA,"3,30 TIN cuando Abanca da el 2,65 con condiciones similares",1.0
Opinión sobre Hipoteca Fija,"Llevo desde el 2011 pagando un crédito de 1400€ y ya he pagado casi 7000€ y resulta que me mandan un mensaje hoy diciendo que me falta por pagar 2867.00€ y estoy tan desesperado que no sé ahora mismo dónde tengo la cabeza, tampoco a dónde acudir a reclamar mis derechos ni con quién????? Por favor si alguien sabe, le agradecería su opinión... Gracias!!!!!",1.0
Opinión sobre BBVA,"No te dejan ni liquidar la deuda por los 200 euros mensuales de tope.
Interés alto. Los empleados te mienten en tu cara  , son unos bastardos.",1.0
Opinión sobre BBVA,Mucha vinculación,5.0
Opinión sobre BBVA,"bbva es un timo total los directores de sucursales unos impotentes ,los cobros de jubilacion lo pagan cuando les da la gana, son embusteros ,ten motivos y argumentos ,los cuales los embiare a los medios de comunicacion,..con nombres y señales",1.0
Opinión sobre BBVA,"Lamentable, me cobran por unos gastos de comisión y mantenimiento 51 euros. Me supongo que será porque están todo el día limpiando mi tarjeta porque no ne explicó esos gastos. es vez de ayudar a los ciudadanos con menos ingresos lo hacen com los peces gordos. Vergonzoso no recomiendo este Banco.",1.0
Opinión sobre BBVA,"Pues llevo dos años con ellos , no te miran como cliente sino como puro negocio . Mw regalan una twle y una cafetera y luego todo domiciliado aqui. No pasa un sin pagar una comisión u otra, que si me he pasado en el saldo que si las notificación decido anular todo y me dicen que tengo permanencia igual que con los movilea. Y me penalizan con 250€ que me descuentan de mi saldo. Para mi la peor oficina de todas y el peor banco .",1.0
Opinión sobre BBVA,Te cobran por todo!!!! Buscando otro banco a la de ya,3.0
Opinión sobre Depósito Azul 15 +,"Llevo intentando abrirla dos días, con un error recurrente que me dice que vaya a una oficina o llame a su número de atención (un 902).
Me pasé por la oficina y allí no me solucionan nada, porque dicen que tienen mis datos y que están todos bien. Tampoco la abren desde allí, así que me dicen que llame.
Llamo al dichoso teléfono (empiezo ya gastando dinero para contratar una cuenta en la que no me cobren, vaya comienzo), me dicen que actualizan unos datos, y un día después sigo sin poder. Paso.",1.0
Opinión sobre Oficina 0436 en La Rinconada,Presumen de página web y de app pero una vez que lo rellenas para abrir una cuenta no recibes notificación. Tienes que llamar a un tfno 902 que vale una pasta y te tienen esperando y nadie sabe que pasa y después de poner una reclamación te derivan a una oficina. Para esto no hace falta invertir tanto en tecnología.,1.0
Opinión sobre BBVA,"Los bancos estan destinados al ahoooooorro, con ello ya ganan dinero.
y sus clientes siempre han sido fieles.
No es necesario exprimirlos al maximo, paraque los bancos  y los banqueros tengan beneficios exhorbitantes.",1.0
Opinión sobre Préstamo coche BBVA,"Nunca puedes hacer un pago por cajero automático, anuncian un servicio que nunca funciona, siempre pone lo mismo, ""por problemas transitorios 
",1.0
Opinión sobre BBVA,"Atención al cliente malísima. Si gestionas una hipoteca, te obligan a hacerte el seguro de hogar en su entidad bbva seguros, y luego, siendo sus seguros (hogar, vida, etc. ) de los más caros del mercado, encima no te cubren nada y se limpian las manos. Te ponen un agente para que resuelvas tus dudas, y despues de 15 días, como si no lo tuvieras. Un verdadero timo.",5.0
Opinión sobre Préstamo coche BBVA,al final negociando un poco no me cobraron la comision de apertura,1.0
Opinión sobre BBVA,"Soy autónomo, tengo contratado un seguro de vida, por mí y por mi esposa mi esposa ya que sacamos un crédito ICO de 12.000€ ( por una refinanciación ) y, como estamos casados, nos obligaron a que los dos nos pusiéramos con este seguro. Si te atrasas 5 días con un descubierto te cobran 30 euros que logré que no me los cobraran luego de andar mendigando pero, como no dan puntada sin hilo, me hicieron sacar un seguro de enfermedad de 99€. A todos esto me negaron la tarjeta de crédito cuando la pedí",5.0
"Opinión sobre Oficina 4462 en Alfàs Del Pi, L'",que no directamente me dijieron,1.0
Opinión sobre Hipoteca BBVA,"Más que la culpa del propio banco,  son los empleados que no te asesoran ni ayudan como es debido. 
Si se tratara de su sueldo lo gestionarian de otra manera.
",3.0
Opinión sobre BBVA,Poor que no cove telefono,1.0
Opinión sobre BBVA,Bajo diferencial y los seguros no son abusivos,1.0
Opinión sobre Préstamo coche BBVA,"BBVA m ha timado en múltiples ocasiones, lo q pasa q por no ir a la oficina donde hice la cuenta hace ya 8 años y q esta en otra ciudad (pq en otra no te atienden.. para todo tienes q ir a la oficina donde hiciste la cuenta...) pues al final ""lo dejo pasar"". Ya lo último! ver como mi tarjeta bluejoven d debito se ha convertido en una tarjeta de crédito sin mi consentimiento. Llamar al 902 y q m digan que es que han decidido cambiársela a todos los clientes. Y para colmo me han cobrado 45€ d más.",5.0
Opinión sobre BBVA,Oficina ronda Sant pau mala atención ,1.0
Opinión sobre Depósito Azul 15 +,de los mas baratos de ahora ,1.0
Opinión sobre BBVA,8 años en el banco. Soy empresario con una nomina alta. Plan de pensiones de mas de 60000 euros con ellos. Pido un prestamo de 6000 y me lo deniegan. Que firme mi mujer como aval. Nunca les he pedido nada y para algo que pido se ponen en ese plan. Y aun me dice el de pymes que me pase a su banco con la empresa. Mañana paso todo a otro banco y no me vuelven a ver el pelo,3.0
Opinión sobre BBVA,muchas condiciones,3.0
Opinión sobre Depósito Azul 15 +,"MALISIMO, DESPUES DE 10 AÑOS CON ELLOS MECAMBIAN MI TARJETA DE DEBITO A CREDITO SIN AVISAR NI NADA, ASIQUE ESTE MES SE ME HA PASADO TODO LO GASTADO EL MES ANTERIOR , YO NO SABIA NADA DE ESTO NI HE DADO MI CONSENTIMIENTO,VOY A PONERLES UNA QUEJA Y POR SUPUESTO IRME DE AHI.
INDIGNADO ES POCO",1.0
Opinión sobre BBVA,"Porque hacen lo que quieren con el dinero de uno y te informan mal.
Hace un mes y poco me habrí una cuenta en BBVA para domiciliar mi nómina que va por cheque bancario del propio BBVA. Al ir a ingresarlo hoy, empiezan a quejarse de que no se les ha avisado...yo no lo hacia efectivo, sino por ingreso en la cuenta que me habrí por immediatez. Ahora resulta que es mentira la inmediatez (cosa que me dijeron que SI) y que puede tardar hasta 5 dias. Retiro el dinero cuando este y me voy del BBVA.",1.0
Opinión sobre Préstamo coche BBVA,sss,1.0
Opinión sobre Oficina 0198 en Banyoles,"BBVA, de los peores bancos que conozco, he trabajado con muchos y del resto no tengo ninguna queja, del BBVA en concreto son todos unos ****, comisión tras comisión por todo y el trato de los directores deja mucho que desear.",5.0
Opinión sobre BBVA,tardaron un poco en darme respuesta,1.0
Opinión sobre Préstamo coche BBVA,"nunca , nunca te cogen el teléfono.
si tienes una urgencia puedes darte por perdido",1.0
Opinión sobre Hipoteca Rentas Altas,"El BBVA ya no es lo que era.son puro comisionistas.Dan la impresion de que si no somos rentables para la entidad nos invitan a irnos.Yo no estoy dispuesto a pagar esas prejubilaciones y sueldos de esos directivos.Despues de 25 años y conseguir cancelar ya mi hipoteca,he decidido cerrar mi cuenta y pasarme a ING.",1.0
